ID	Description	NES	pvalue	p.adjust	GeneRatio	BgRatio	geneID	geneName	Count
CORUM_2480	CIN85 complex (CIN85, CRK, BCAR1, CBL, PIK3R1, GRB2, SOS1)	-2.57146072775972	0.000437711275761134	0.0762246178719557	3/370	7/15524	1398/6654/9564	CRK/SOS1/BCAR1	3
CORUM_6505	ERBB3-SPG1 complex	-1.55180205286575	0.000566563769202644	0.0762246178719557	2/370	2/15524	2065/3897	ERBB3/L1CAM	2
CORUM_7387	RSF complex	-2.13972450073553	0.000566563769202644	0.0762246178719557	2/370	2/15524	8467/51773	SMARCA5/RSF1	2
CORUM_921	Remodeling and spacing factor (RSF) complex	-2.13972450073553	0.000566563769202644	0.0762246178719557	2/370	2/15524	8467/51773	SMARCA5/RSF1	2
CORUM_2962	CRK-BCAR1-DOCK1 complex	-2.30111721194775	0.00167282679696928	0.104491930996403	2/370	3/15524	1398/9564	CRK/BCAR1	2
CORUM_5361	Cell division cycle complex (CDC27, CDC16, ANAPC7)	-1.56743326939426	0.00167282679696928	0.104491930996403	2/370	3/15524	996/8881	CDC27/CDC16	2
CORUM_6195	Stargazin-AP-2-AP-3a complex	-1.71541055818833	0.00167282679696928	0.104491930996403	2/370	3/15524	160/8943	AP2A1/AP3D1	2
CORUM_6780	RAD6A-KCMF1-UBR4 complex	-1.75447763387192	0.00167282679696928	0.104491930996403	2/370	3/15524	7319/56888	UBE2A/KCMF1	2
CORUM_6908	CTNNB1-FERMT2-YBX1 complex	-2.01202610620257	0.00167282679696928	0.104491930996403	2/370	3/15524	4904/10979	YBX1/FERMT2	2
CORUM_1347	NPC subcomplex (NUP98, NUP107, NUP133, NUP160)	-2.41570793690495	0.00329287740515315	0.130891876854838	2/370	4/15524	55746/57122	NUP133/NUP107	2
CORUM_234	HuCHRAC complex	-1.64467810378673	0.00329287740515315	0.130891876854838	2/370	4/15524	8467/54107	SMARCA5/POLE3	2
CORUM_2476	CRKL-PDGFRA-CRK-RAPGEF1 complex	-2.32415660989265	0.00329287740515315	0.130891876854838	2/370	4/15524	1398/1399	CRK/CRKL	2
CORUM_6164	ACK1 signaling complex	-2.30111721194775	0.00329287740515315	0.130891876854838	2/370	4/15524	1398/9564	CRK/BCAR1	2
CORUM_6860	E6AP-HERC2-MAPK6-NEURL4 complex	-1.46926102609467	0.00329287740515315	0.130891876854838	2/370	4/15524	8924/84461	HERC2/NEURL4	2
CORUM_6671	PI4K2A-WASH complex	-2.06979295304873	0.00402044267234742	0.146494879873659	3/370	14/15524	1213/8546/387680	CLTC/AP3B1/WASHC2A	3
CORUM_741	NCOR-HDAC3 complex	-2.09950976744989	0.00540172678790245	0.171774911855298	2/370	5/15524	9611/79718	NCOR1/TBL1XR1	2
CORUM_7593	AKAP13-MAP2K3-MAP3K20-MAPK14-PKN1 complex	-1.24563639272528	0.00540172678790245	0.171774911855298	2/370	5/15524	1432/5606	MAPK14/MAP2K3	2
CORUM_15	NCOR complex	-2.09950976744989	0.00797527993227666	0.214175519546962	2/370	6/15524	9611/79718	NCOR1/TBL1XR1	2
CORUM_2837	Profilin 1 complex	-1.86131036471603	0.00797527993227666	0.214175519546962	2/370	6/15524	71/1213	ACTG1/CLTC	2
CORUM_27	Arp2/3 protein complex	-1.46415881039987	0.0109903073948829	0.234849447107798	2/370	7/15524	10094/10096	ARPC3/ACTR3	2
CORUM_59	AP3 adaptor complex	-1.74196891188784	0.0109903073948829	0.234849447107798	2/370	7/15524	8546/8943	AP3B1/AP3D1	2
CORUM_814	Postsplicing complex	-1.3161931756722	0.0109903073948829	0.234849447107798	2/370	7/15524	5976/10482	UPF1/NXF1	2
CORUM_929	CEN complex	-2.69722619270118	0.0112779239089011	0.234849447107798	4/370	37/15524	8451/8467/51773/80829	CUL4A/SMARCA5/RSF1/ZFP91	4
CORUM_848	RICH1/AMOT polarity complex, Flag-Amot precipitated	-2.22078666750869	0.0144244179104158	0.234849447107798	2/370	8/15524	64398/154810	MPP5/AMOTL1	2
CORUM_93	Anaphase-promoting complex	-1.56743326939426	0.0144244179104158	0.234849447107798	2/370	8/15524	996/8881	CDC27/CDC16	2
CORUM_1003	RC complex (Replication competent complex)	-1.77189564479349	0.0182560318086439	0.234849447107798	2/370	9/15524	890/5981	CCNA2/RFC1	2
CORUM_6838	IGF2BP1 complex	-1.75883793632686	0.0182560318086439	0.234849447107798	2/370	9/15524	3192/4904	HNRNPU/YBX1	2
CORUM_781	URI complex (Unconventional prefoldin RPB5 Interactor)	-1.56936384419677	0.0182560318086439	0.234849447107798	2/370	9/15524	6502/8607	SKP2/RUVBL1	2
CORUM_87	Nup 107-160 subcomplex	-2.41570793690495	0.0182560318086439	0.234849447107798	2/370	9/15524	55746/57122	NUP133/NUP107	2
CORUM_96	Anaphase-promoting complex	-1.56743326939426	0.0182560318086439	0.234849447107798	2/370	9/15524	996/8881	CDC27/CDC16	2
CORUM_2183	Kaiso-NCOR complex	-2.09950976744989	0.0224643552170241	0.234849447107798	2/370	10/15524	9611/79718	NCOR1/TBL1XR1	2
CORUM_2010	AXL homodimer complex	-0.855697551054961	0.0238340633857257	0.234849447107798	1/370	1/15524	558	AXL	1
CORUM_428	Molybdopterin synthase	-0.896113246496808	0.0238340633857257	0.234849447107798	1/370	1/15524	4338	MOCS2	1
CORUM_5918	KSR1 homo-oligomer complex	-1.31055961316235	0.0238340633857257	0.234849447107798	1/370	1/15524	8844	KSR1	1
