ID	Description	NES	pvalue	p.adjust	GeneRatio	BgRatio	geneID	geneName	Count
REACTOME_2500257	Resolution of Sister Chromatid Cohesion	-4.35692764830653	2.79840350854769e-05	0.0122406737073865	7/109	125/15524	332/6232/7514/9126/10726/79172/100527963	BIRC5/RPS27/XPO1/SMC3/NUDC/CENPO/PMF1-BGLAP	7
REACTOME_72764	Eukaryotic Translation Termination	-4.58229050410263	4.84515597645388e-05	0.0122406737073865	6/109	93/15524	2107/6168/6169/6232/7311/29104	ETF1/RPL37A/RPL38/RPS27/UBA52/N6AMT1	6
REACTOME_141444	Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal	-3.66447091663188	5.46211948077589e-05	0.0122406737073865	6/109	95/15524	332/6232/7514/10726/79172/100527963	BIRC5/RPS27/XPO1/NUDC/CENPO/PMF1-BGLAP	6
REACTOME_2467813	Separation of Sister Chromatids	-4.87860852450801	5.75129539892867e-05	0.0122406737073865	8/109	190/15524	332/6232/7311/7514/9126/10726/79172/100527963	BIRC5/RPS27/UBA52/XPO1/SMC3/NUDC/CENPO/PMF1-BGLAP	8
REACTOME_68877	Mitotic Prometaphase	-3.66447091663188	0.000136549066083016	0.0184663232770279	6/109	112/15524	332/6232/7514/10726/79172/100527963	BIRC5/RPS27/XPO1/NUDC/CENPO/PMF1-BGLAP	6
REACTOME_975957	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	-4.18114164696904	0.00015789169613824	0.0184663232770279	6/109	115/15524	2107/6168/6169/6232/7311/55110	ETF1/RPL37A/RPL38/RPS27/UBA52/MAGOHB	6
REACTOME_9648025	EML4 and NUDC in mitotic spindle formation	-3.66447091663188	0.000165564089974466	0.0184663232770279	6/109	116/15524	332/6232/7514/10726/79172/100527963	BIRC5/RPS27/XPO1/NUDC/CENPO/PMF1-BGLAP	6
REACTOME_6807505	RNA polymerase II transcribes snRNA genes	-2.89153071220191	0.000170555864002228	0.0184663232770279	5/109	74/15524	6619/6829/6877/8178/54973	SNAPC3/SUPT5H/TAF5/ELL/INTS11	5
REACTOME_9010553	Regulation of expression of SLITs and ROBOs	-4.41097910200589	0.000201934742442997	0.0191175695269741	7/109	171/15524	2107/6168/6169/6232/7311/9978/55110	ETF1/RPL37A/RPL38/RPS27/UBA52/RBX1/MAGOHB	7
REACTOME_3769402	Deactivation of the beta-catenin transactivating complex	-2.905029659663	0.000209589642425714	0.0191175695269741	4/109	42/15524	5929/7311/7514/57680	RBBP5/UBA52/XPO1/CHD8	4
REACTOME_6791226	Major pathway of rRNA processing in the nucleolus and cytosol	-4.70198569294216	0.00030559664303339	0.0245350720221746	7/109	183/15524	6168/6169/6232/7311/10969/26354/51013	RPL37A/RPL38/RPS27/UBA52/EBNA1BP2/GNL3/EXOSC1	7
REACTOME_192823	Viral mRNA Translation	-3.98904018828029	0.000404358820392168	0.0295683755572594	5/109	89/15524	2926/6168/6169/6232/7311	GRSF1/RPL37A/RPL38/RPS27/UBA52	5
REACTOME_5663220	RHO GTPases Activate Formins	-3.66447091663188	0.000439936676263061	0.0295683755572594	6/109	139/15524	332/6232/7514/10726/79172/100527963	BIRC5/RPS27/XPO1/NUDC/CENPO/PMF1-BGLAP	6
REACTOME_2408557	Selenocysteine synthesis	-3.93435631352943	0.000495187416043989	0.0301121109661035	5/109	93/15524	6168/6169/6232/7311/118672	RPL37A/RPL38/RPS27/UBA52/PSTK	5
REACTOME_975956	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	-4.09715183522872	0.000545976597476129	0.0316914597716826	5/109	95/15524	2107/6168/6169/6232/7311	ETF1/RPL37A/RPL38/RPS27/UBA52	5
REACTOME_72689	Formation of a pool of free 40S subunits	-4.17726455106992	0.000721985752291473	0.0384156585698421	5/109	101/15524	6168/6169/6232/7311/8664	RPL37A/RPL38/RPS27/UBA52/EIF3D	5
REACTOME_5357956	TNFR1-induced NFkappaB signaling pathway	-2.48119033694151	0.00107722110203561	0.0522776136099981	3/109	29/15524	7186/7311/10399	TRAF2/UBA52/RACK1	3
REACTOME_8949613	Cristae formation	-2.27368481297809	0.00107722110203561	0.0522776136099981	3/109	29/15524	498/513/55735	ATP5F1A/ATP5F1D/DNAJC11	3
REACTOME_156827	L13a-mediated translational silencing of Ceruloplasmin expression	-4.17726455106992	0.00110532150937349	0.0522776136099981	5/109	111/15524	6168/6169/6232/7311/8664	RPL37A/RPL38/RPS27/UBA52/EIF3D	5
REACTOME_72706	GTP hydrolysis and joining of the 60S ribosomal subunit	-4.17726455106992	0.00115059124971417	0.0524751794958926	5/109	112/15524	6168/6169/6232/7311/8664	RPL37A/RPL38/RPS27/UBA52/EIF3D	5
REACTOME_5358493	Synthesis of diphthamide-EEF2	-1.75956738602612	0.00133058367535281	0.0548114630137271	2/109	8/15524	1801/51611	DPH1/DPH5	2
REACTOME_936440	Negative regulators of DDX58/IFIH1 signaling	-2.07295341452749	0.00171976925314455	0.0645925098901644	3/109	34/15524	7311/7323/9474	UBA52/UBE2D3/ATG5	3
REACTOME_5357905	Regulation of TNFR1 signaling	-2.48119033694151	0.00187145225731657	0.0682812723598074	3/109	35/15524	7186/7311/10399	TRAF2/UBA52/RACK1	3
REACTOME_390471	Association of TriC/CCT with target proteins during biosynthesis	-2.31834149573503	0.00256057009247617	0.0844100437770502	3/109	39/15524	22948/26272/55135	CCT5/FBXO4/WRAP53	3
REACTOME_156902	Peptide chain elongation	-3.82285546759702	0.00355278449236685	0.100566227188289	4/109	89/15524	6168/6169/6232/7311	RPL37A/RPL38/RPS27/UBA52	4
REACTOME_6781827	Transcription-Coupled Nucleotide Excision Repair (TC-NER)	-2.57950746676382	0.0038565097726412	0.104782191056656	3/109	45/15524	7311/8178/9978	UBA52/ELL/RBX1	3
REACTOME_2122947	NOTCH1 Intracellular Domain Regulates Transcription	-2.34008402437261	0.00436240419137512	0.107130579853577	3/109	47/15524	7311/9978/26508	UBA52/RBX1/HEYL	3
REACTOME_163210	Formation of ATP by chemiosmotic coupling	-1.63858564553556	0.00549721604982039	0.117915826866555	2/109	16/15524	498/513	ATP5F1A/ATP5F1D	2
REACTOME_9633012	Response of EIF2AK4 (GCN2) to amino acid deficiency	-3.82285546759702	0.0055726278654377	0.117915826866555	4/109	101/15524	6168/6169/6232/7311	RPL37A/RPL38/RPS27/UBA52	4
REACTOME_2644606	Constitutive Signaling by NOTCH1 PEST Domain Mutants	-2.34008402437261	0.00748358829436407	0.117915826866555	3/109	57/15524	7311/9978/26508	UBA52/RBX1/HEYL	3
REACTOME_2894862	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	-2.34008402437261	0.00748358829436407	0.117915826866555	3/109	57/15524	7311/9978/26508	UBA52/RBX1/HEYL	3
REACTOME_168927	TICAM1, RIP1-mediated IKK complex recruitment	-1.87092035956799	0.0085463304062092	0.117915826866555	2/109	20/15524	7311/7323	UBA52/UBE2D3	2
REACTOME_72163	mRNA Splicing - Major Pathway	-2.30113935819121	0.00898278336221713	0.117915826866555	5/109	181/15524	1479/5356/6631/55110/55696	CSTF3/PLRG1/SNRPC/MAGOHB/RBM22	5
REACTOME_6807004	Negative regulation of MET activity	-1.83296481248926	0.00940295170822346	0.117915826866555	2/109	21/15524	5795/7311	PTPRJ/UBA52	2
REACTOME_9033241	Peroxisomal protein import	-2.16228808232285	0.00985363179426543	0.117915826866555	3/109	63/15524	51/7311/7323	ACOX1/UBA52/UBE2D3	3
REACTOME_5205685	PINK1-PRKN Mediated Mitophagy	-1.8698848286906	0.0102961961540793	0.117915826866555	2/109	22/15524	7311/9474	UBA52/ATG5	2
REACTOME_1234176	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	-2.26426210380041	0.0111842312766576	0.117915826866555	3/109	66/15524	7311/7323/9978	UBA52/UBE2D3/RBX1	3
REACTOME_2173795	Downregulation of SMAD2/3:SMAD4 transcriptional activity	-1.87092035956799	0.0112255169832408	0.117915826866555	2/109	23/15524	7311/7323	UBA52/UBE2D3	2
REACTOME_5675482	Regulation of necroptotic cell death	-1.84914080692083	0.0112255169832408	0.117915826866555	2/109	23/15524	7186/7311	TRAF2/UBA52	2
REACTOME_937041	IKK complex recruitment mediated by RIP1	-1.87092035956799	0.0131902294426614	0.117915826866555	2/109	25/15524	7311/7323	UBA52/UBE2D3	2
REACTOME_1483101	Synthesis of PS	-1.48440771349862	0.013993921762129	0.117915826866555	1/109	2/15524	81490	PTDSS2	1
REACTOME_5633231	Defective ALG14 causes congenital myasthenic syndrome (ALG14-CMS)	-1.56617079889807	0.013993921762129	0.117915826866555	1/109	2/15524	79868	ALG13	1
REACTOME_2173788	Downregulation of TGF-beta receptor signaling	-2.51767620094521	0.0142245560879243	0.117915826866555	2/109	26/15524	7311/7514	UBA52/XPO1	2
REACTOME_76071	RNA Polymerase III Transcription Initiation From Type 3 Promoter	-1.47203219538414	0.0163945297711259	0.117915826866555	2/109	28/15524	6619/10621	SNAPC3/POLR3F	2
REACTOME_162588	Budding and maturation of HIV virion	-1.91878025842568	0.0175291452280956	0.117915826866555	2/109	29/15524	7311/79643	UBA52/CHMP6	2
REACTOME_110314	Recognition of DNA damage by PCNA-containing replication complex	-2.09487896497116	0.0186961678088904	0.117915826866555	2/109	30/15524	7311/9978	UBA52/RBX1	2
REACTOME_674695	RNA Polymerase II Pre-transcription Events	-2.20022744565093	0.0206188801197017	0.117915826866555	3/109	83/15524	6829/6877/8178	SUPT5H/TAF5/ELL	3
REACTOME_5627083	RHO GTPases regulate CFTR trafficking	-0.993608815426997	0.0209179433139863	0.117915826866555	1/109	3/15524	23433	RHOQ	1
REACTOME_917729	Endosomal Sorting Complex Required For Transport (ESCRT)	-1.91878025842568	0.0211254308257036	0.117915826866555	2/109	32/15524	7311/79643	UBA52/CHMP6	2
REACTOME_167238	Pausing and recovery of Tat-mediated HIV elongation	-1.84382953564645	0.0223866828067416	0.117915826866555	2/109	33/15524	6829/8178	SUPT5H/ELL	2
REACTOME_167243	Tat-mediated HIV elongation arrest and recovery	-1.84382953564645	0.0223866828067416	0.117915826866555	2/109	33/15524	6829/8178	SUPT5H/ELL	2
REACTOME_8953750	Transcriptional Regulation by E2F6	-1.36766070420923	0.0236783649038414	0.117915826866555	2/109	34/15524	4149/5932	MAX/RBBP8	2
REACTOME_167287	HIV elongation arrest and recovery	-1.84382953564645	0.0249999959733278	0.117915826866555	2/109	35/15524	6829/8178	SUPT5H/ELL	2
REACTOME_167290	Pausing and recovery of HIV elongation	-1.84382953564645	0.0249999959733278	0.117915826866555	2/109	35/15524	6829/8178	SUPT5H/ELL	2
REACTOME_9615710	Late endosomal microautophagy	-1.91878025842568	0.0249999959733278	0.117915826866555	2/109	35/15524	7311/79643	UBA52/CHMP6	2
REACTOME_6804756	Regulation of TP53 Activity through Phosphorylation	-2.33235129619288	0.0269410659663033	0.117915826866555	3/109	92/15524	5932/6877/7311	RBBP8/TAF5/UBA52	3
REACTOME_204626	Hypusine synthesis from eIF5A-lysine	-1.16462809917355	0.0277937853459931	0.117915826866555	1/109	4/15524	83475	DOHH	1
REACTOME_351202	Metabolism of polyamines	-0.835559228650138	0.0277937853459931	0.117915826866555	1/109	4/15524	262	AMD1	1
REACTOME_8868766	rRNA processing in the mitochondrion	-1.54347107438017	0.0277937853459931	0.117915826866555	1/109	4/15524	3028	HSD17B10	1
REACTOME_9683683	Maturation of protein E	-1.71911845730028	0.0277937853459931	0.117915826866555	1/109	4/15524	7311	UBA52	1
REACTOME_9694493	Maturation of protein E	-1.71911845730028	0.0277937853459931	0.117915826866555	1/109	4/15524	7311	UBA52	1
REACTOME_5696394	DNA Damage Recognition in GG-NER	-2.09487896497116	0.0291398484992071	0.12240653464963	2/109	38/15524	7311/9978	UBA52/RBX1	2
REACTOME_5696395	Formation of Incision Complex in GG-NER	-2.09487896497116	0.0335324093334057	0.125602309915355	2/109	41/15524	7311/9978	UBA52/RBX1	2
REACTOME_5696400	Dual Incision in GG-NER	-2.09487896497116	0.0335324093334057	0.125602309915355	2/109	41/15524	7311/9978	UBA52/RBX1	2
REACTOME_749476	RNA Polymerase III Abortive And Retractive Initiation	-1.47203219538414	0.0335324093334057	0.125602309915355	2/109	41/15524	6619/10621	SNAPC3/POLR3F	2
REACTOME_175474	Assembly Of The HIV Virion	-1.71911845730028	0.034621780023653	0.125602309915355	1/109	5/15524	7311	UBA52	1
REACTOME_2644607	Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling	-1.04509090909091	0.034621780023653	0.125602309915355	1/109	5/15524	9978	RBX1	1
REACTOME_6785470	tRNA processing in the mitochondrion	-1.54347107438017	0.034621780023653	0.125602309915355	1/109	5/15524	3028	HSD17B10	1
REACTOME_9693928	Defective RIPK1-mediated regulated necrosis	-0.720837465564738	0.034621780023653	0.125602309915355	1/109	5/15524	7186	TRAF2	1
