ID	Description	NES	pvalue	p.adjust	GeneRatio	BgRatio	geneID	geneName	Count
GO:0033146	regulation of intracellular estrogen receptor signaling pathway	2.05190024404024	8.80680464524924e-05	0.0492124243576527	4/258	15/15524	10498/23376/51569/161582	CARM1/UFL1/UFM1/DNAAF4	4
GO:0017145	stem cell division	1.94501420566553	0.000151154397110462	0.0549224792211657	3/258	7/15524	7073/8452/26354	TIAL1/CUL3/GNL3	3
GO:0001953	negative regulation of cell-matrix adhesion	3.39980224068948	0.000189819854143524	0.055572957180706	4/258	18/15524	1029/4763/4771/5921	CDKN2A/NF1/NF2/RASA1	4
GO:0042796	snRNA transcription by RNA polymerase III	1.73475991974052	0.00023887633950609	0.055572957180706	3/258	8/15524	6619/8178/23379	SNAPC3/ELL/ICE1	3
GO:0002939	tRNA N1-guanine methylation	1.39632853034467	0.000275152547284483	0.055572957180706	2/258	2/15524	57570/93587	TRMT5/TRMT10A	2
GO:0045945	positive regulation of transcription by RNA polymerase III	1.69142100510733	0.000678253279239799	0.055572957180706	3/258	11/15524	8178/23379/57680	ELL/ICE1/CHD8	3
GO:0070084	protein initiator methionine removal	1.23965773035863	0.000816381614008478	0.055572957180706	2/258	3/15524	10988/23173	METAP2/METAP1	2
GO:0006457	protein folding	3.4514384225133	0.00143504256277035	0.0767164880089913	9/258	160/15524	267/1457/3312/3336/6904/10726/22948/23759/644591	AMFR/CSNK2A1/HSPA8/HSPE1/TBCD/NUDC/CCT5/PPIL2/PPIAL4G	9
GO:0042407	cristae formation	2.18406535625724	0.00145365475042366	0.0767164880089913	4/258	30/15524	498/513/10939/55735	ATP5F1A/ATP5F1D/AFG3L2/DNAJC11	4
GO:0031365	N-terminal protein amino acid modification	1.23965773035863	0.00161483484223557	0.0767164880089913	2/258	4/15524	10988/23173	METAP2/METAP1	2
GO:0032909	regulation of transforming growth factor beta2 production	1.35104791494835	0.00161483484223557	0.0767164880089913	2/258	4/15524	4088/4089	SMAD3/SMAD4	2
GO:0033686	positive regulation of luteinizing hormone secretion	1.34792282384714	0.00161483484223557	0.0767164880089913	2/258	4/15524	3814/4089	KISS1/SMAD4	2
GO:0051098	regulation of binding	1.35104791494835	0.00161483484223557	0.0767164880089913	2/258	4/15524	4088/4089	SMAD3/SMAD4	2
GO:0097056	selenocysteinyl-tRNA(Sec) biosynthetic process	1.20404069253283	0.00161483484223557	0.0767164880089913	2/258	4/15524	51091/118672	SEPSECS/PSTK	2
GO:0050765	negative regulation of phagocytosis	2.32437719079165	0.0017805072123576	0.0815530680545432	3/258	15/15524	5728/9474/10399	PTEN/ATG5/RACK1	3
GO:0048701	embryonic cranial skeleton morphogenesis	2.29521876367586	0.00185850189103952	0.0837524884445876	4/258	32/15524	4088/7046/10736/29985	SMAD3/TGFBR1/SIX2/SLC39A3	4
GO:0006513	protein monoubiquitination	2.26229742917858	0.00208756302822657	0.0925817635057943	4/258	33/15524	867/7323/8452/9978	CBL/UBE2D3/CUL3/RBX1	4
GO:0032212	positive regulation of telomere maintenance via telomerase	2.48562815891199	0.00233539886852423	0.101880671025925	4/258	34/15524	5609/22948/26272/92345	MAP2K7/CCT5/FBXO4/NAF1	4
GO:0031647	regulation of protein stability	3.53504198207443	0.00242571475123075	0.101880671025925	6/258	82/15524	1650/3312/4771/5728/26272/54984	DDOST/HSPA8/NF2/PTEN/FBXO4/PINX1	6
GO:0032911	negative regulation of transforming growth factor beta1 production	2.15615048421335	0.00266187866316841	0.101880671025925	2/258	5/15524	2627/5045	GATA6/FURIN	2
GO:0046654	tetrahydrofolate biosynthetic process	1.38745752583225	0.00266187866316841	0.101880671025925	2/258	5/15524	1719/2618	DHFR/GART	2
GO:0060510	type II pneumocyte differentiation	1.44382922096536	0.00266187866316841	0.101880671025925	2/258	5/15524	2627/7965	GATA6/AIMP2	2
GO:0070901	mitochondrial tRNA methylation	1.49742483712425	0.00266187866316841	0.101880671025925	2/258	5/15524	3028/57570	HSD17B10/TRMT5	2
GO:1990592	protein K69-linked ufmylation	1.20803233665496	0.00266187866316841	0.101880671025925	2/258	5/15524	23376/51569	UFL1/UFM1	2
GO:0030336	negative regulation of cell migration	4.05676714359785	0.00308500035032183	0.114926546383989	7/258	115/15524	4763/4771/5728/5795/10395/79772/196528	NF1/NF2/PTEN/PTPRJ/DLC1/MCTP1/ARID2	7
GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	3.20289359302825	0.00339609122967176	0.123974913295047	7/258	117/15524	2107/6155/6168/6169/6232/7311/55110	ETF1/RPL27/RPL37A/RPL38/RPS27/UBA52/MAGOHB	7
GO:0043254	regulation of protein complex assembly	1.6379373120335	0.00361036020268149	0.123974913295047	3/258	19/15524	3312/7186/57763	HSPA8/TRAF2/ANKRA2	3
GO:0051726	regulation of cell cycle	3.31120285925538	0.00373055123445686	0.123974913295047	7/258	119/15524	1457/3312/3727/4771/7249/9039/10399	CSNK2A1/HSPA8/JUND/NF2/TSC2/UBA3/RACK1	7
GO:0006415	translational termination	1.75179485796922	0.00394909351584078	0.123974913295047	2/258	6/15524	2107/29104	ETF1/N6AMT1	2
GO:0018206	peptidyl-methionine modification	1.23965773035863	0.00394909351584078	0.123974913295047	2/258	6/15524	10988/23173	METAP2/METAP1	2
