ID	Description	NES	pvalue	p.adjust	GeneRatio	BgRatio	geneID	geneName	Count
KEGG_hsa04120	Ubiquitin mediated proteolysis	3.93789036135818	0.000500264652907409	0.055572957180706	9/258	138/15524	867/7311/7323/8452/9039/9817/9978/23759/26272	CBL/UBA52/UBE2D3/CUL3/UBA3/KEAP1/RBX1/PPIL2/FBXO4	9
KEGG_hsa04520	Adherens junction	2.83964251046298	0.00115415630505082	0.0716602825847111	6/258	71/15524	81/1457/4088/4089/5795/7046	ACTN4/CSNK2A1/SMAD3/SMAD4/PTPRJ/TGFBR1	6
KEGG_hsa05220	Chronic myeloid leukemia	2.80911677730452	0.00164461216497302	0.0767164880089913	6/258	76/15524	867/1029/3065/4088/4089/7046	CBL/CDKN2A/HDAC1/SMAD3/SMAD4/TGFBR1	6
KEGG_hsa05225	Hepatocellular carcinoma	4.04857203800229	0.006392624823051	0.159473158532183	8/258	165/15524	1029/4088/4089/5335/5728/7046/9817/196528	CDKN2A/SMAD3/SMAD4/PLCG1/PTEN/TGFBR1/KEAP1/ARID2	8
KEGG_hsa04141	Protein processing in endoplasmic reticulum	3.34905556390677	0.00685883487056113	0.162489128163518	8/258	167/15524	267/1650/3312/5609/7186/7323/9978/10483	AMFR/DDOST/HSPA8/MAP2K7/TRAF2/UBE2D3/RBX1/SEC23B	8
KEGG_hsa04659	Th17 cell differentiation	2.6816161613094	0.00813973718246108	0.173606302960277	6/258	105/15524	3115/4088/4089/5335/5534/7046	HLA-DPB1/SMAD3/SMAD4/PLCG1/PPP3R1/TGFBR1	6
KEGG_hsa03008	Ribosome biogenesis in eukaryotes	2.65869693407399	0.00864337416686673	0.18044283759029	5/258	76/15524	1457/7514/10248/26354/51119	CSNK2A1/XPO1/POP7/GNL3/SBDS	5
KEGG_hsa04310	Wnt signaling pathway	3.01560568513785	0.017065904873876	0.201485876336318	7/258	159/15524	1457/4088/4089/5534/9475/9978/57680	CSNK2A1/SMAD3/SMAD4/PPP3R1/ROCK2/RBX1/CHD8	7
KEGG_hsa04110	Cell cycle	2.61632703313152	0.0174496922499878	0.201485876336318	6/258	124/15524	1029/3065/4088/4089/9126/9978	CDKN2A/HDAC1/SMAD3/SMAD4/SMC3/RBX1	6
KEGG_hsa05161	Hepatitis B	3.09086923089988	0.0176027374975167	0.201485876336318	7/258	160/15524	332/3449/4088/4089/5609/6416/7046	BIRC5/IFNA16/SMAD3/SMAD4/MAP2K7/MAP2K4/TGFBR1	7
KEGG_hsa04070	Phosphatidylinositol signaling system	2.81435785865632	0.0219406696496658	0.201485876336318	5/258	96/15524	5335/5728/8760/9162/117283	PLCG1/PTEN/CDS2/DGKI/IP6K3	5
KEGG_hsa03010	Ribosome	2.8531039275339	0.0245055460928719	0.201485876336318	6/258	134/15524	6155/6168/6169/6232/7311/29093	RPL27/RPL37A/RPL38/RPS27/UBA52/MRPL22	6
KEGG_hsa00450	Selenocompound metabolism	1.20404069253283	0.0283222648912954	0.201485876336318	2/258	16/15524	51091/118672	SEPSECS/PSTK	2
KEGG_hsa05212	Pancreatic cancer	2.25570713680377	0.0377187756921224	0.201485876336318	4/258	76/15524	1029/4088/4089/7046	CDKN2A/SMAD3/SMAD4/TGFBR1	4
KEGG_hsa05167	Kaposi sarcoma-associated herpesvirus infection	2.83459960599737	0.0416183635042765	0.201485876336318	7/258	192/15524	3449/5335/5534/5609/6416/7186/7311	IFNA16/PLCG1/PPP3R1/MAP2K7/MAP2K4/TRAF2/UBA52	7
KEGG_hsa00670	One carbon pool by folate	1.38745752583225	0.0429440308728545	0.201485876336318	2/258	20/15524	1719/2618	DHFR/GART	2
KEGG_hsa04218	Cellular senescence	3.33489790482718	0.0449718028283048	0.201485876336318	6/258	155/15524	1029/4088/5534/5728/7046/7249	CDKN2A/SMAD3/PPP3R1/PTEN/TGFBR1/TSC2	6
KEGG_hsa04012	ErbB signaling pathway	2.17747736505634	0.0512818419833127	0.207054142343029	4/258	84/15524	867/5335/5609/6416	CBL/PLCG1/MAP2K7/MAP2K4	4
KEGG_hsa04380	Osteoclast differentiation	2.51526350703629	0.0544558508377738	0.210181645431394	5/258	123/15524	3727/5534/5609/7046/7186	JUND/PPP3R1/MAP2K7/TGFBR1/TRAF2	5
KEGG_hsa05210	Colorectal cancer	2.26201675953743	0.0550381395823419	0.210181645431394	4/258	86/15524	332/4088/4089/7046	BIRC5/SMAD3/SMAD4/TGFBR1	4
KEGG_hsa04330	Notch signaling pathway	1.77699830620939	0.0579132220884543	0.210181645431394	3/258	53/15524	3065/9541/26508	HDAC1/CIR1/HEYL	3
KEGG_hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	2.47129083684147	0.0609438347711086	0.210181645431394	4/258	89/15524	1457/5335/5534/5728	CSNK2A1/PLCG1/PPP3R1/PTEN	4
KEGG_hsa04530	Tight junction	3.43822864658526	0.0632097211498246	0.210181645431394	6/258	169/15524	81/4627/4637/4771/5609/9475	ACTN4/MYH9/MYL6/NF2/MAP2K7/ROCK2	6
KEGG_hsa04068	FoxO signaling pathway	2.96416399630687	0.0676057704885312	0.218370546525961	5/258	131/15524	4088/4089/5728/7046/10733	SMAD3/SMAD4/PTEN/TGFBR1/PLK4	5
KEGG_hsa04350	TGF-beta signaling pathway	2.17185639206123	0.0693182011652162	0.221994487096548	4/258	93/15524	4088/4089/7046/9978	SMAD3/SMAD4/TGFBR1/RBX1	4
KEGG_hsa03040	Spliceosome	2.12891625592669	0.0693633454671748	0.221994487096548	5/258	132/15524	3312/5356/6631/55110/55696	HSPA8/PLRG1/SNRPC/MAGOHB/RBM22	5
KEGG_hsa05135	Yersinia infection	2.66950501678847	0.0729538239777593	0.228728513957336	5/258	134/15524	5335/5609/6416/7186/9475	PLCG1/MAP2K7/MAP2K4/TRAF2/ROCK2	5
KEGG_hsa04140	Autophagy	3.11757240022014	0.0785267582929707	0.228728513957336	5/258	137/15524	1613/5728/7249/9474/84971	DAPK3/PTEN/TSC2/ATG5/ATG4D	5
KEGG_hsa04213	Longevity regulating pathway	1.5873350877203	0.0840560971938888	0.235559413801129	3/258	62/15524	3065/3312/9474	HDAC1/HSPA8/ATG5	3
KEGG_hsa04933	AGE-RAGE signaling pathway in diabetic complications	2.17959452999238	0.0853130651617887	0.238842388839717	4/258	100/15524	4088/4089/5335/7046	SMAD3/SMAD4/PLCG1/TGFBR1	4
KEGG_hsa01523	Antifolate resistance	1.38745752583225	0.0934260770221943	0.24570489649878	2/258	31/15524	1719/2618	DHFR/GART	2
