ID	Description	NES	pvalue	p.adjust	GeneRatio	BgRatio	geneID	geneName	Count
GO:0007265	Ras protein signal transduction	-5.91261370602033	7.96943652504159e-06	0.0209849002755547	10/367	73/15524	890/1399/1432/3725/5863/6654/8036/8844/9101/51196	CCNA2/CRKL/MAPK14/JUN/RGL2/SOS1/SHOC2/KSR1/USP8/PLCE1	10
GO:0016584	nucleosome positioning	-3.91504341611247	1.20672227001465e-05	0.0209849002755547	5/367	14/15524	3005/3009/3010/8467/51773	H1-0/H1-5/H1-6/SMARCA5/RSF1	5
GO:0000472	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	-2.54984158962353	0.000126505175851166	0.0639485775075313	3/367	5/15524	10607/29777/161424	TBL3/ABT1/NOP9	3
GO:0086100	endothelin receptor signaling pathway	-2.61491321775572	0.000427373190407384	0.0745631226708644	3/367	7/15524	1399/8412/9564	CRKL/BCAR3/BCAR1	3
GO:0006110	regulation of glycolytic process	-4.10666632109197	0.000428173072091665	0.0745631226708644	6/367	42/15524	2645/9818/11097/23511/55746/57122	GCK/NUP58/NUP42/NUP188/NUP133/NUP107	6
GO:0016182	synaptic vesicle budding from endosome	-1.90208119296075	0.00055740114705074	0.0745631226708644	2/367	2/15524	8546/8943	AP3B1/AP3D1	2
GO:0035685	helper T cell diapedesis	-2.58298922290876	0.00055740114705074	0.0745631226708644	2/367	2/15524	1398/1399	CRK/CRKL	2
GO:0061847	response to cholecystokinin	-2.26985710735422	0.00055740114705074	0.0745631226708644	2/367	2/15524	1147/1398	CHUK/CRK	2
GO:1902559	3'-phospho-5'-adenylyl sulfate transmembrane transport	-2.40025867608538	0.00055740114705074	0.0745631226708644	2/367	2/15524	51000/347734	SLC35B3/SLC35B2	2
GO:0006406	mRNA export from nucleus	-5.43890771093641	0.000644584687684457	0.0775492324634923	9/367	101/15524	5976/9775/9818/10482/11097/23511/55746/57122/79228	UPF1/EIF4A3/NUP58/NXF1/NUP42/NUP188/NUP133/NUP107/THOC6	9
GO:0000480	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	-2.54984158962353	0.00067182506702406	0.0775492324634923	3/367	8/15524	10607/29777/161424	TBL3/ABT1/NOP9	3
GO:0048339	paraxial mesoderm development	-3.25125528974686	0.00067182506702406	0.0775492324634923	3/367	8/15524	10413/55746/56983	YAP1/NUP133/POGLUT1	3
GO:0042462	eye photoreceptor cell development	-2.75638697272289	0.000723002725456275	0.0775492324634923	4/367	18/15524	2779/5080/5584/57096	GNAT1/PAX6/PRKCI/RPGRIP1	4
GO:0008286	insulin receptor signaling pathway	-4.60378949548368	0.000963494041046347	0.0909323623501541	8/367	86/15524	526/529/2303/6654/8412/9564/10312/10603	ATP6V1B2/ATP6V1E1/FOXC2/SOS1/BCAR3/BCAR1/TCIRG1/SH2B2	8
GO:0048013	ephrin receptor signaling pathway	-5.01303850612613	0.000963494041046347	0.0909323623501541	8/367	86/15524	71/160/1398/2904/6383/7525/10094/10096	ACTG1/AP2A1/CRK/GRIN2B/SDC2/YES1/ARPC3/ACTR3	8
GO:0000492	box C/D snoRNP assembly	-2.84006940125619	0.000990114560406881	0.0909323623501541	3/367	9/15524	8607/54680/55011	RUVBL1/ZNHIT6/PIH1D1	3
GO:0006409	tRNA export from nucleus	-3.87911220457129	0.00113707284567884	0.0941604608874053	5/367	34/15524	9818/11097/23511/55746/57122	NUP58/NUP42/NUP188/NUP133/NUP107	5
GO:0030010	establishment of cell polarity	-3.69614989194687	0.00130120638497667	0.100568795709975	5/367	35/15524	1398/1399/6794/10312/253260	CRK/CRKL/STK11/TCIRG1/RICTOR	5
GO:0030203	glycosaminoglycan metabolic process	-2.43508649106593	0.0013897429111107	0.102227664834343	3/367	10/15524	11285/26229/64132	B4GALT7/B3GAT3/XYLT2	3
GO:0098749	cerebellar neuron development	-2.58298922290876	0.00164598885299689	0.102227664834343	2/367	3/15524	1398/1399	CRK/CRKL	2
GO:0099040	ceramide translocation	-1.87619728824758	0.00164598885299689	0.102227664834343	2/367	3/15524	5243/5244	ABCB1/ABCB4	2
GO:2000973	regulation of pro-B cell differentiation	-1.7281890526248	0.00164598885299689	0.102227664834343	2/367	3/15524	6654/201163	SOS1/FLCN	2
GO:0035331	negative regulation of hippo signaling	-2.71595019122587	0.00187755790991523	0.110065270178902	3/367	11/15524	1432/5606/126374	MAPK14/MAP2K3/WTIP	3
GO:0006024	glycosaminoglycan biosynthetic process	-3.2513613626117	0.00189876831820993	0.110065270178902	5/367	38/15524	3340/6383/11285/26229/64132	NDST1/SDC2/B4GALT7/B3GAT3/XYLT2	5
GO:0043536	positive regulation of blood vessel endothelial cell migration	-4.04617532074922	0.00189876831820993	0.110065270178902	5/367	38/15524	1432/4780/5606/6667/154810	MAPK14/NFE2L2/MAP2K3/SP1/AMOTL1	5
GO:1900034	regulation of cellular response to heat	-4.49394585915961	0.00226664506755665	0.127151476531646	7/367	77/15524	7266/9532/9818/11097/23511/55746/57122	DNAJC7/BAG2/NUP58/NUP42/NUP188/NUP133/NUP107	7
GO:0043666	regulation of phosphoprotein phosphatase activity	-3.01515862151964	0.0023950657689979	0.128072240117883	5/367	40/15524	5504/5527/8036/11123/26229	PPP1R2/PPP2R5C/SHOC2/RCAN3/B3GAT3	5
GO:0098974	postsynaptic actin cytoskeleton organization	-2.70807718030611	0.00245978646077787	0.128072240117883	3/367	12/15524	71/375/28988	ACTG1/ARF1/DBNL	3
GO:0032465	regulation of cytokinesis	-3.04802668512158	0.00267571846596921	0.128072240117883	5/367	41/15524	675/1069/9903/10807/201163	BRCA2/CETN2/KLHL21/ENTR1/FLCN	5
GO:0006334	nucleosome assembly	-5.00739813779674	0.00270494528781512	0.128072240117883	8/367	101/15524	3005/3009/3010/4869/8340/8467/51773/333932	H1-0/H1-5/H1-6/NPM1/H2BC13/SMARCA5/RSF1/H3C15	8
