ID	Description	NES	pvalue	p.adjust	GeneRatio	BgRatio	geneID	geneName	Count
REACTOME_2173789	TGF-beta receptor signaling activates SMADs	2.13223049205001	3.00108466591581e-05	0.0035037663474567	2/11	12/15524	5045/7046	FURIN/TGFBR1	2
REACTOME_5210891	Uptake and function of anthrax toxins	1.90790331786914	3.00108466591581e-05	0.0035037663474567	2/11	12/15524	5045/6416	FURIN/MAP2K4	2
REACTOME_171286	Synthesis and processing of ENV and VPU	1.39892632358386	0.000708580262818836	0.0100274843253454	1/11	1/15524	5045	FURIN	1
REACTOME_5674404	PTEN Loss of Function in Cancer	2.28396890040726	0.000708580262818836	0.0100274843253454	1/11	1/15524	5728	PTEN	1
REACTOME_9679191	Potential therapeutics for SARS	2.10873155416677	0.00143447770977254	0.0119527898270186	2/11	81/15524	5045/9475	FURIN/ROCK2	2
REACTOME_3645790	TGFBR2 Kinase Domain Mutants in Cancer	1.41456867826731	0.00212437163949153	0.0119527898270186	1/11	3/15524	7046	TGFBR1	1
REACTOME_167060	NGF processing	1.39892632358386	0.00283158328255328	0.0124749942731357	1/11	4/15524	5045	FURIN	1
REACTOME_3656535	TGFBR1 LBD Mutants in Cancer	1.41456867826731	0.00283158328255328	0.0124749942731357	1/11	4/15524	7046	TGFBR1	1
REACTOME_9694614	Attachment and Entry	1.39892632358386	0.00353833924801072	0.0140034273628899	1/11	5/15524	5045	FURIN	1
REACTOME_3304356	SMAD2/3 Phosphorylation Motif Mutants in Cancer	1.41456867826731	0.00424463980012557	0.015608242414635	1/11	6/15524	7046	TGFBR1	1
REACTOME_3656532	TGFBR1 KD Mutants in Cancer	1.41456867826731	0.00424463980012557	0.015608242414635	1/11	6/15524	7046	TGFBR1	1
REACTOME_6802953	RAS signaling downstream of NF1 loss-of-function variants	1.38309885227693	0.00495048520302499	0.016752728911686	1/11	7/15524	4763	NF1	1
REACTOME_199418	Negative regulation of the PI3K/AKT network	2.28396890040726	0.00565587572070081	0.0172703431694293	1/11	8/15524	5728	PTEN	1
REACTOME_8943723	Regulation of PTEN mRNA translation	2.28396890040726	0.00636081161700608	0.0172703431694293	1/11	9/15524	5728	PTEN	1
REACTOME_8948747	Regulation of PTEN localization	2.28396890040726	0.00636081161700608	0.0172703431694293	1/11	9/15524	5728	PTEN	1
REACTOME_9662834	CD163 mediating an anti-inflammatory response	1.39892632358386	0.00636081161700608	0.0172703431694293	1/11	9/15524	5045	FURIN	1
REACTOME_159782	Removal of aminoterminal propeptides from gamma-carboxylated proteins	1.39892632358386	0.00706529315565974	0.0183305105760728	1/11	10/15524	5045	FURIN	1
REACTOME_2173791	TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	1.41456867826731	0.0112826556280087	0.0232114545298681	1/11	16/15524	7046	TGFBR1	1
REACTOME_5684264	MAP3K8 (TPL2)-dependent MAPK1/3 activation	1.11856719733432	0.0112826556280087	0.0232114545298681	1/11	16/15524	6416	MAP2K4	1
REACTOME_8986944	Transcriptional Regulation by MECP2	2.28396890040726	0.0119839640358042	0.0238149412966831	1/11	17/15524	5728	PTEN	1
REACTOME_1566948	Elastic fibre formation	1.39892632358386	0.0126848201908059	0.0240805326386436	1/11	18/15524	5045	FURIN	1
REACTOME_1912420	Pre-NOTCH Processing in Golgi	1.39892632358386	0.0126848201908059	0.0240805326386436	1/11	18/15524	5045	FURIN	1
REACTOME_8963889	Assembly of active LPL and LIPC lipase complexes	1.39892632358386	0.0133852243555096	0.0247071137313161	1/11	19/15524	5045	FURIN	1
REACTOME_1181150	Signaling by NODAL	1.39892632358386	0.0140851767922782	0.0254952618681934	1/11	20/15524	5045	FURIN	1
REACTOME_5627117	RHO GTPases Activate ROCKs	1.38356164383562	0.0140851767922782	0.0254952618681934	1/11	20/15524	9475	ROCK2	1
REACTOME_416572	Sema4D induced cell migration and growth-cone collapse	1.38356164383562	0.014784677763336	0.0262526407432621	1/11	21/15524	9475	ROCK2	1
REACTOME_450321	JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	1.11856719733432	0.0154837275307749	0.0272864179504599	1/11	22/15524	6416	MAP2K4	1
REACTOME_5627123	RHO GTPases activate PAKs	1.19548315438726	0.0161823263565494	0.0279894311426243	1/11	23/15524	4771	NF2	1
REACTOME_2173788	Downregulation of TGF-beta receptor signaling	1.41456867826731	0.0182754198014172	0.030700075709575	1/11	26/15524	7046	TGFBR1	1
REACTOME_1855204	Synthesis of IP3 and IP4 in the cytosol	2.28396890040726	0.0189722174773869	0.0317563640212891	1/11	27/15524	5728	PTEN	1
