ID	Description	NES	pvalue	p.adjust	GeneRatio	BgRatio	geneID	geneName	Count
REACTOME_180746	Nuclear import of Rev protein	-4.87396382986059	4.72414172897486e-07	0.00151283555584723	11/807	33/15524	3837/4869/7175/8021/9818/11097/23511/55746/57122/79902/348995	KPNB1/NPM1/TPR/NUP214/NUP58/NUP42/NUP188/NUP133/NUP107/NUP85/NUP43	11
REACTOME_159236	Transport of Mature mRNA derived from an Intron-Containing Transcript	-5.3461074241449	9.6752397473135e-07	0.00151283555584723	16/807	74/15524	7175/8021/9775/9818/9877/9939/10250/10482/11097/23511/55746/57122/79228/79902/84321/348995	TPR/NUP214/EIF4A3/NUP58/ZC3H11A/RBM8A/SRRM1/NXF1/NUP42/NUP188/NUP133/NUP107/THOC6/NUP85/THOC3/NUP43	16
REACTOME_168276	NS1 Mediated Effects on Host Pathways	-4.8666905621766	1.72369199870545e-06	0.00151283555584723	11/807	37/15524	3837/3838/7175/8021/9818/11097/23511/55746/57122/79902/348995	KPNB1/KPNA2/TPR/NUP214/NUP58/NUP42/NUP188/NUP133/NUP107/NUP85/NUP43	11
REACTOME_168271	Transport of Ribonucleoproteins into the Host Nucleus	-4.73157663823199	2.22844493588249e-06	0.00151283555584723	10/807	31/15524	3837/7175/8021/9818/11097/23511/55746/57122/79902/348995	KPNB1/TPR/NUP214/NUP58/NUP42/NUP188/NUP133/NUP107/NUP85/NUP43	10
REACTOME_170822	Regulation of Glucokinase by Glucokinase Regulatory Protein	-4.2165959636002	2.22844493588249e-06	0.00151283555584723	10/807	31/15524	2645/7175/8021/9818/11097/23511/55746/57122/79902/348995	GCK/TPR/NUP214/NUP58/NUP42/NUP188/NUP133/NUP107/NUP85/NUP43	10
REACTOME_5619107	Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)	-4.2165959636002	2.22844493588249e-06	0.00151283555584723	10/807	31/15524	2645/7175/8021/9818/11097/23511/55746/57122/79902/348995	GCK/TPR/NUP214/NUP58/NUP42/NUP188/NUP133/NUP107/NUP85/NUP43	10
REACTOME_159231	Transport of Mature mRNA Derived from an Intronless Transcript	-4.40287003070069	5.26221443406534e-06	0.00258643929592585	11/807	41/15524	7175/8021/9818/10482/11097/23511/53981/55746/57122/79902/348995	TPR/NUP214/NUP58/NXF1/NUP42/NUP188/CPSF2/NUP133/NUP107/NUP85/NUP43	11
REACTOME_159227	Transport of the SLBP independent Mature mRNA	-4.16697489769105	5.71483549090596e-06	0.00258643929592585	10/807	34/15524	7175/8021/9818/10482/11097/23511/55746/57122/79902/348995	TPR/NUP214/NUP58/NXF1/NUP42/NUP188/NUP133/NUP107/NUP85/NUP43	10
REACTOME_4085377	SUMOylation of SUMOylation proteins	-4.18022989802929	5.71483549090596e-06	0.00258643929592585	10/807	34/15524	7175/7329/8021/9818/11097/23511/55746/57122/79902/348995	TPR/UBE2I/NUP214/NUP58/NUP42/NUP188/NUP133/NUP107/NUP85/NUP43	10
REACTOME_159230	Transport of the SLBP Dependant Mature mRNA	-4.16697489769105	7.63056232948369e-06	0.00318781415472507	10/807	35/15524	7175/8021/9818/10482/11097/23511/55746/57122/79902/348995	TPR/NUP214/NUP58/NXF1/NUP42/NUP188/NUP133/NUP107/NUP85/NUP43	10
