ID	Description	NES	pvalue	p.adjust	GeneRatio	BgRatio	geneID	geneName	Count
GO:0006406	mRNA export from nucleus	-5.90003454859083	9.32445100460934e-07	0.00151283555584723	19/807	101/15524	1984/5976/7175/8021/9775/9818/9877/9939/10250/10482/11097/23511/53981/55746/57122/79228/79902/84321/348995	EIF5A/UPF1/TPR/NUP214/EIF4A3/NUP58/ZC3H11A/RBM8A/SRRM1/NXF1/NUP42/NUP188/CPSF2/NUP133/NUP107/THOC6/NUP85/THOC3/NUP43	19
GO:1900034	regulation of cellular response to heat	-5.39102625564202	1.69886710562208e-06	0.00151283555584723	16/807	77/15524	3320/7175/7266/8021/9529/9532/9818/11097/23511/55746/57122/57521/64223/79902/84335/348995	HSP90AA1/TPR/DNAJC7/NUP214/BAG5/BAG2/NUP58/NUP42/NUP188/NUP133/NUP107/RPTOR/MLST8/NUP85/AKT1S1/NUP43	16
GO:0006409	tRNA export from nucleus	-4.41300330272531	5.71483549090596e-06	0.00258643929592585	10/807	34/15524	7175/8021/9818/11097/23511/55746/57122/65083/79902/348995	TPR/NUP214/NUP58/NUP42/NUP188/NUP133/NUP107/NOL6/NUP85/NUP43	10
GO:0048339	paraxial mesoderm development	-3.14881340739637	1.84138564600423e-05	0.00542490379226736	5/807	8/15524	2260/10413/10683/55746/56983	FGFR1/YAP1/DLL3/NUP133/POGLUT1	5
GO:0048011	neurotrophin TRK receptor signaling pathway	-2.80231416522012	2.90448737256977e-05	0.00717012314564838	7/807	19/15524	836/4909/5781/6654/9564/10818/84335	CASP3/NTF4/PTPN11/SOS1/BCAR1/FRS2/AKT1S1	7
GO:0006110	regulation of glycolytic process	-4.2165959636002	4.39245317737287e-05	0.00795180440210402	10/807	42/15524	2645/7175/8021/9818/11097/23511/55746/57122/79902/348995	GCK/TPR/NUP214/NUP58/NUP42/NUP188/NUP133/NUP107/NUP85/NUP43	10
GO:0006405	RNA export from nucleus	-4.25995980848042	0.000121495294278526	0.0170035869016082	11/807	56/15524	7175/8021/9775/9877/9939/10250/10482/23511/55746/79228/84321	TPR/NUP214/EIF4A3/ZC3H11A/RBM8A/SRRM1/NXF1/NUP188/NUP133/THOC6/THOC3	11
GO:0002554	serotonin secretion by platelet	-1.76367820339401	0.000139983705735209	0.0185427196548273	3/807	3/15524	2207/5023/6850	FCER1G/P2RX1/SYK	3
GO:0075733	intracellular transport of virus	-4.73157663823199	0.000210329441516327	0.0248325912364168	10/807	50/15524	3837/7175/8021/9818/11097/23511/55746/57122/79902/348995	KPNB1/TPR/NUP214/NUP58/NUP42/NUP188/NUP133/NUP107/NUP85/NUP43	10
GO:1903507	negative regulation of nucleic acid-templated transcription	-3.57735137350898	0.000302941306837426	0.0335770252537563	9/807	43/15524	473/7090/7290/9425/10284/10346/10413/79816/126374	RERE/TLE3/HIRA/CDYL/SAP18/TRIM22/YAP1/TLE6/WTIP	9
GO:0016925	protein sumoylation	-4.31323453149963	0.000312127432382878	0.0339032817054282	11/807	62/15524	7175/7329/8021/9818/11097/23511/54795/55746/57122/79902/348995	TPR/UBE2I/NUP214/NUP58/NUP42/NUP188/TRPM4/NUP133/NUP107/NUP85/NUP43	11
GO:0046007	negative regulation of activated T cell proliferation	-2.69532329956152	0.000340063954144143	0.0355170641337854	5/807	13/15524	383/836/3965/5573/149041	ARG1/CASP3/LGALS9/PRKAR1A/RC3H1	5
GO:0015012	heparan sulfate proteoglycan biosynthetic process	-3.12839514157558	0.000506439232710718	0.0491155620152126	5/807	14/15524	2132/2137/7358/26229/64132	EXT2/EXTL3/UGDH/B3GAT3/XYLT2	5
GO:0016584	nucleosome positioning	-3.35186028533443	0.000506439232710718	0.0491155620152126	5/807	14/15524	3005/3009/3010/8467/51773	H1-0/H1-5/H1-6/SMARCA5/RSF1	5
GO:0015842	aminergic neurotransmitter loading into synaptic vesicle	-1.75853941777789	0.000538181024974639	0.0495400194345299	3/807	4/15524	1644/6570/7054	DDC/SLC18A1/TH	3
GO:0006024	glycosaminoglycan biosynthetic process	-3.66937964852733	0.000626390070806098	0.0566987412424653	8/807	38/15524	2132/3340/6383/7358/9653/11285/26229/64132	EXT2/NDST1/SDC2/UGDH/HS2ST1/B4GALT7/B3GAT3/XYLT2	8
GO:1903206	negative regulation of hydrogen peroxide-induced cell death	-2.68381371736278	0.000740151697135136	0.0638057756689036	4/807	9/15524	4780/5660/7295/9283	NFE2L2/PSAP/TXN/GPR37L1	4
GO:0019216	regulation of lipid metabolic process	-4.52275601312387	0.000912957882885243	0.077473035342965	13/807	92/15524	123/3157/5244/5660/6604/8660/8841/9611/9612/23179/51094/79718/125981	PLIN2/HMGCS1/ABCB4/PSAP/SMARCD3/IRS2/HDAC3/NCOR1/NCOR2/RGL1/ADIPOR1/TBL1XR1/ACER1	13
GO:0007405	neuroblast proliferation	-2.1408812908635	0.00101294624267265	0.082109120059032	5/807	16/15524	747/8326/9048/10818/221955	DAGLA/FZD9/ARTN/FRS2/DAGLB	5
GO:0046598	positive regulation of viral entry into host cell	-2.12533792630225	0.00118298028695689	0.0891745698030436	4/807	10/15524	3965/5034/10475/81559	LGALS9/P4HB/TRIM38/TRIM11	4
GO:0034080	CENP-A containing nucleosome assembly	-3.89597053717058	0.00125814941292727	0.0891745698030436	8/807	42/15524	4869/5928/8467/8607/51773/54069/57082/401541	NPM1/RBBP4/SMARCA5/RUVBL1/RSF1/MIS18A/KNL1/CENPP	8
GO:0000472	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	-1.67219469312575	0.00129331913707869	0.0891745698030436	3/807	5/15524	10607/29777/161424	TBL3/ABT1/NOP9	3
GO:1900426	positive regulation of defense response to bacterium	-1.60170071541001	0.00129331913707869	0.0891745698030436	3/807	5/15524	1535/10497/84868	CYBA/UNC13B/HAVCR2	3
