ID	Description	NES	pvalue	p.adjust	GeneRatio	BgRatio	geneID	geneName	Count
KEGG_hsa04120	Ubiquitin mediated proteolysis	-3.32959363300655	0.000423331621309358	0.0295683755572594	6/109	138/15524	7311/7323/9039/9978/23759/26272	UBA52/UBE2D3/UBA3/RBX1/PPIL2/FBXO4	6
KEGG_hsa03013	RNA transport	-3.58461568555791	0.00613998957571272	0.117915826866555	5/109	165/15524	7514/8664/10248/50628/55110	XPO1/EIF3D/POP7/GEMIN4/MAGOHB	5
KEGG_hsa04141	Protein processing in endoplasmic reticulum	-2.2695689281191	0.00645481968397584	0.117915826866555	5/109	167/15524	1650/7186/7323/9978/10483	DDOST/TRAF2/UBE2D3/RBX1/SEC23B	5
KEGG_hsa03040	Spliceosome	-1.94543300245636	0.0139882422457062	0.117915826866555	4/109	132/15524	5356/6631/55110/55696	PLRG1/SNRPC/MAGOHB/RBM22	4
KEGG_hsa03010	Ribosome	-3.82285546759702	0.0147092557415516	0.117915826866555	4/109	134/15524	6168/6169/6232/7311	RPL37A/RPL38/RPS27/UBA52	4
KEGG_hsa03008	Ribosome biogenesis in eukaryotes	-2.90499212636192	0.0163394612271355	0.117915826866555	3/109	76/15524	7514/10248/26354	XPO1/POP7/GNL3	3
KEGG_hsa03015	mRNA surveillance pathway	-1.86810357498943	0.0292533657292948	0.122480485364949	3/109	95/15524	1479/2107/55110	CSTF3/ETF1/MAGOHB	3
KEGG_hsa00513	Various types of N-glycan biosynthesis	-1.88875821403668	0.0305765662509224	0.125602309915355	2/109	39/15524	1650/79868	DDOST/ALG13	2
KEGG_hsa03022	Basal transcription factors	-1.40914874774875	0.0381655011679112	0.134874190051443	2/109	44/15524	6877/728340	TAF5/GTF2H2C	2
KEGG_hsa03420	Nucleotide excision repair	-1.45736774199134	0.0413820210967248	0.134874190051443	2/109	46/15524	9978/728340	RBX1/GTF2H2C	2
KEGG_hsa00510	N-Glycan biosynthesis	-1.88875821403668	0.0481065113773955	0.142951373295684	2/109	50/15524	1650/79868	DDOST/ALG13	2
KEGG_hsa00190	Oxidative phosphorylation	-2.18357616228871	0.0524248194509302	0.152901496689694	3/109	120/15524	498/513/29796	ATP5F1A/ATP5F1D/UQCR10	3
KEGG_hsa04122	Sulfur relay system	-0.981564738292011	0.0548219676455673	0.152901496689694	1/109	8/15524	9054	NFS1	1
KEGG_hsa04137	Mitophagy	-1.8698848286906	0.0825521558398642	0.177473237386375	2/109	68/15524	7311/9474	UBA52/ATG5	2
KEGG_hsa04622	RIG-I-like receptor signaling pathway	-1.1133293100876	0.086743620774291	0.178907395336936	2/109	70/15524	7186/9474	TRAF2/ATG5	2
KEGG_hsa00730	Thiamine metabolism	-0.981564738292011	0.100341596110398	0.187883017936919	1/109	15/15524	9054	NFS1	1
KEGG_hsa00450	Selenocompound metabolism	-0.833674931129477	0.106664554781103	0.192660023275062	1/109	16/15524	118672	PSTK	1
KEGG_hsa00670	One carbon pool by folate	-1.35988980716253	0.131519077317592	0.216989485445175	1/109	20/15524	2618	GART	1
KEGG_hsa05222	Small cell lung cancer	-1.21758388648604	0.136466718310821	0.223029157810563	2/109	92/15524	4149/7186	MAX/TRAF2	2
KEGG_hsa00592	alpha-Linolenic acid metabolism	-0.886842975206612	0.161625680136454	0.245709516112205	1/109	25/15524	51	ACOX1	1
